name;brand;cuisine;website;lng;lat
Point Chicken;;;;-0.5511304;47.474726
Le Royal Palace;;kebab;;2.2970328;48.8374265
Cyprien;;sandwich,salad;https://www.boulangerie-cyprien.fr;1.452612;43.605836
Les Sales Gosses - le restaurant;;french;;1.4539488;43.6060221
McDonald's;McDonald's;burger;;3.8560151;43.5891933
Quick;Quick;burger;;6.9467625;43.6425984
McDonald's;McDonald's;burger;;2.2787952;48.8268164
Le Phenix Royal;;chinese;;2.282679;48.8291195
Mont Liban;;;;3.876758;43.6124552
Bento Café;;japanese;;3.8772841;43.6139491
Domino's;Domino's;pizza;https://www.dominos.fr/magasin/montpellier-centre_34000;3.8769586;43.6156869
Snack Les Pyramides;;;;3.8773868;43.6141833
Speed Rabbit;;pizza;;3.8885179;43.6079974
Chez Mouss;;kebab;;3.8791317;43.6135178
Naan House;;;;3.8791166;43.6136903
Le Comptoir des Oliviers;;pizza;;1.0246879;47.7980406
Point B;;burger;;1.4536069;43.6061207
Toulouse Burger;;burger;http://www.toulouse-burger.fr/;1.4543069;43.606228
McDonald's;McDonald's;burger;;2.3320515;48.9061312
MI-AM;;asian;;6.9511598;43.6348203
Bodrum Grill;;kebab;;2.1948948;48.8909156
Big Time;;;;2.2006383;48.8867052
Snack de l’étang de la Bonde;;;https://www.campasun.eu/etang-bonde/services-restaurant/;5.5042764;43.7586296
City Food;;pizza;;2.3849237;48.6889262
Le Jardin du Pech Merle;;;;1.6444772;44.5077544
Rotisserie Saint-Roch;Marionnaud;;;-0.499941;43.8894504
O-Delices;;;;-1.7135838;48.0813693
Snowfood;;;;6.5954587;45.4318352
Newcrok;;;;4.9563006;45.6636755
McDonald's;McDonald's;burger;;2.4872336;48.8379356
Hyperion;;burger;https://www.disneylandparis.fr/restaurants/parc-disneyland/cafe-hyperion/;2.777826;48.874117
La Perla 78;;;;1.9681371;48.802606
Saint-Hippo Pizza;;pizza;;3.8567979;43.9655958
Jasmin;;kebab;;2.2829227;48.8290175
Les Pizzas De Charlotte;;;;-0.4936451;43.8948548
Jena Pizza;;;;4.8368245;45.7847053
Prince du Poulet;;chicken,portuguese;https://www.facebook.com/Le-Prince-Du-Poulet-135983643157047/;2.5089451;48.8486083
Pitaya;;thai;;-0.5014115;43.8910455
Rezan;;kebab;;-0.502454;43.8923608
Le Spécial;;kebab;;-0.5026049;43.8925365
Fast n'good;;burger;;5.718238;45.1866006
Four Tandoor;;;;-0.5019849;43.8928768
Mezzo Di Pasta;;pasta;https://www.mezzodipasta.fr/;0.3405737;46.5806782
Crêpes au mètre;;;;0.3408147;46.580723
McDonald's;McDonald's;burger;;-1.157448;44.6457803
Chicken Alpes;;chicken;;5.7048949;45.1796121
Fast Food Vietnamien;;vietnamese;;3.874075;43.6048299
Ori Panzerotti;;italian;;3.8733089;43.6042142
Jean le Croquant - Gamebtta;;croque-monsieur,bières,french,sandwich;https://www.jeanlecroquant.fr;3.8732182;43.6039238
Le Must Naan;;kebab,tacos,salad,dessert;;3.8736652;43.604276
KUISTO;;;;3.8724091;43.6034131
Sandwicherie Robbin;;sandwich;;3.8722994;43.603346
Domino's;Domino's;pizza;https://www.dominos.fr/magasin/montpellier-sud_34070;3.8677062;43.6004765
Kong's Food;;;;3.8710887;43.6029223
La Palmeraie;;;;3.8712784;43.6030276
La Tour de Piz'a;;pizza;https://www.latourdepiza.com/;3.8715001;43.6028798
Pizzeria;;pizza;;3.8714197;43.6028371
Super Star Kebab 1;;kebab;;3.8715454;43.6031764
Au Charbon de Bois;;chicken;;3.8670455;43.6001884
Bambino Pizza;;pizza;;3.8657122;43.5986598
My Snack;;burger;;-0.500521;43.8914083
Victoria's Home-Style Restaurant;;pizza;https://www.disneylandparis.fr/restaurants/parc-disneyland/victorias-home-style-restaurant/;2.7778936;48.8721555
Casey 's Corner;;sausage;https://www.disneylandparis.fr/restaurants/parc-disneyland/caseys-corner/;2.777427;48.8719359
Domino's;;pizza;;-2.118071;47.1249684
;;;;-0.7784505;48.0659302
Pizza Cadera;;;;3.8679238;43.5950861
The Break's;;burger;;3.8706274;43.6084255
BES;;burger;;3.8705698;43.6084261
Pizza Cabane;;pizza;;3.8689663;43.6082837
Le Rif;;kebab;;3.8662914;43.6070144
Royal Kebab;;kebab;;3.866575;43.6073446
Allo Pizza;;pizza;;3.8592098;43.6048718
Délices Palace;;pizza;;3.8584595;43.6043795
Au Rustic;;;;2.2020908;49.0021605
Presto Pizza;;pizza;;2.1960719;49.006489
Restauration Rapide des Alliés;;;;4.3892003;45.428482
Barbecue d'Alep;;syrian;;5.7291946;45.1900396
Le Prince de la Gare;;;;5.7157615;45.1897516
Le Méditerrannée;;lebanese;;2.2798911;48.8274375
New China;;chinese;;2.2799479;48.827462
Burger à la Une;;burger;http://www.burgeralaune.com/;1.4364096;43.6042562
che Steph;;pizza;;2.16616;48.990512
Pizza Time's;;pizza;;2.1685859;48.9919451
Gül;;kebab;;2.3887428;48.8524348
Mim's;;;;2.3785737;48.8493781
Lin Délices;;asian;;2.3926635;48.8505337
Tokyo Yaki;;japanese;https://tokyoyaki-paris14.fr/;2.3303431;48.8276417
Pizza Cap;;pizza;https://www.pizzacap.fr/;1.4682846;43.5532596
Speed 44;;;;-1.5553923;47.2210888
Amour de Pizza;;pizza;;-1.5263288;47.1854932
Le Milk & Kebab;;kebab;https://www.lemilk.fr/index?l=fr;4.3466664;43.8363822
Au Feu de Bois;;pizza;;3.669717;43.4881966
Istanbul Kebab;;kebab;;4.8928243;44.9283615
Club Chiken;;burger,kebab,tacos;;5.4128387;43.3224395
Domino's;Domino's;pizza;;5.4109667;43.5350018
Pizza 1ère;;pizza;;5.4458601;43.5348017
Show pizz;;pizza;;3.3299524;46.5632948
Traiteur Huot (Exotique);;;;3.8657869;43.6110794
Les Délices de Gambetta;;;;3.8697991;43.6078286
Aroma Piazza & Focaccia;;pizza;;3.8737988;43.6088131
Pizza La Spéciale;;pizza;;5.2649467;43.6482229
McDonald's;McDonald's;burger;;2.3461106;48.8593448
Sama Beyrouth;;international;;2.3482192;48.8598999
McDonald's;McDonald's;burger;;2.3482188;48.8610121
Quick;Quick;burger;https://www.quick.fr/localisation?q=75001;2.3488661;48.8602015
Kyo Sushi;;sushi;;5.3711201;43.4902232
Pizza Mia;;pizza;;5.2691433;43.6540861
Royal Kebab;;kebab;;-1.6732486;48.1075442
C'est mon donut;;donut;;2.2846392;48.8471365
Big Fernand;Big Fernand;burger;https://bigfernand.com/;2.3325601;48.8674622
Kawok original street food fusion;;;;-0.5691842;44.8301624
Tang Gourmet;;chinese;;2.3778604;48.8722076
Bella Note;;;https://www.disneylandparis.fr/restaurants/parc-disneyland/pizzeria-bella-notte/;2.7764831;48.8741272
Sun Pizza;;pizza;https://sun-pizza-schiltigheim.ma-commande.fr/sun-pizza-schiltigheim/strasbourg/2/0/256/page.htm;7.7383445;48.6029407
Chez Umit;;turkish;;7.736238;48.6059764
Five Guys;Five Guys;burger;;2.3320039;48.8703357
Ang;;bubble_tea,asian;;2.3550633;48.8448091
Casa di Panini;;crepe,sandwich;;2.3553845;48.8457766
La Boule Maître Kebabier;;mediterranean,turkish;;2.3502995;48.8644934
Corn Dog Paris;;korean;;2.3521142;48.8676469
Le Manège à Gauffres;;;;-2.0998075;47.1154468
L'Atelier du sandwich;;sandwich;;-2.0997389;47.1154518
McDonald's;McDonald's;burger;;2.2490798;49.1250809
Bella Pizza;;pizza;;2.4875607;48.8030552
Sushi Spirit;;;;7.0089519;43.6424658
Le valbonn'Express - Pizza à emporter;;pizza;;7.0057531;43.6400588
McDonald's;McDonald's;burger;;2.3437555;48.85142
Crêperie Genia;;sandwich;;2.3437778;48.8515043
Jazeera;;kebab;;3.8207336;43.6316637
Le Mirador;;kebab;;3.8209817;43.6314404
Snack Le Palmier;;;;3.8215341;43.63131
Chicken Club;;;;3.821679;43.6311722
Mille et Une Pizzas;;;;3.8208878;43.6317633
Pizza Bella Chez Denis;;pizza;;3.8171772;43.6274503
Nongkhane;;asian;;3.8174025;43.6274484
;;pizza;;3.816749;43.6245832
L'Andalouse;;burger;;3.8173022;43.6250289
;;pizza;;3.8173074;43.6252371
Istanbul Kebab;;;;3.8171504;43.6209558
Mecka;;;;3.8172613;43.6213655
Le Tropical;;;;3.8166072;43.6220286
Five Guys;Five Guys;burger;;2.3325144;48.8834444
Cabana Beach;;french;https://www.cabana-beach.fr;2.3489024;48.8592584
Pizzaria Crescendo;;pizza;;-0.8339172;45.5827723
Phœnix Pizza;;pizza;;-1.0261868;45.6246727
Jixiao's Buns;;chinese;;2.3432804;48.8540978
O'9 Poké;;poke;https://www.o9pokeparis.fr;2.3549781;48.857141
Qasti;;lebanese,shawarma;;2.3528947;48.8637267
Turbigo Sandwich;;kebab;;2.3503389;48.8640358
Princesse Crêpe;;pancake,crepe;;2.3582039;48.8564218
Boulangerie;;;;7.0487592;43.644642
Porte de France;;;;6.941416;49.2006113
Pizza good;;pizza;;2.167953;48.991801
Icosium;;;;2.167748;48.991252
McDonald's;McDonald's;burger;;2.282531;48.9320489
Poulet champion;;chicken;;2.3547831;48.8649019
Giuseppe;;ice_cream;;2.3483593;48.8609788
KFC;KFC;chicken;;2.349172;48.8607571
Hoa Nam;;vietnamese,cambodian;;2.3654273;48.8232784
Mmmozza..!;;italian;;2.3605988;48.8638859
O'Tacos;O'Tacos;french_tacos;;2.3619811;48.8665582
KFC;KFC;chicken;;3.0495771;50.548113
The Boogui Burger;;burger;;3.8790998;43.6139316
Tentacool;;burger;;3.8791064;43.6138434
Business Class;;;;3.8799611;43.6135965
Wasabi Sushi;;;http://www.wasabi-sushi.fr/;3.8793782;43.6130644
The best shawarma;;syrian;;3.8791787;43.6124662
Pizza street;;pizza;https://www.lacrisepizza.fr/;3.879182;43.6122289
Regal Kebab;;kebab;;3.8791828;43.6123738
La Pizza La Vraie;;pizza;;3.8787738;43.6114271
Campus;;;;5.5621385;43.2920489
La Cabane Pereire;;;;-1.1949591;44.6554739
Twinburger;;burger;;-1.0303174;45.62177
Vente à Emporter;;;;-1.0242769;45.6241744
McDonald's;McDonald's;burger;;2.2056508;48.6833785
Euro Fried Chicken;;chicken;;2.3513197;48.863552
Map Map;;asian;;3.8791156;43.612707
Tandoori;;indian;;3.878992;43.6137425
Big Fernand;;burger;;3.8779837;43.6097586
Enjoy tacos;;;;3.8746914;43.6158926
Food Trotter;;;;3.8746252;43.6164413
Le Mignon;;;;3.8774979;43.6098191
Pizza Capri;;sandwich,pizza;www.pizzacaprimontpellier.com;3.8773762;43.6098887
The Cup;;asian;https://www.thecup.fr/;3.8760709;43.6107622
Point Chaud;;;;3.8746565;43.6155819
Kebab Indien;;kebab;;3.8772699;43.6151841
Quick;Quick;burger;;3.0029833;50.6130347
McDonald's;McDonald's;burger;;2.9575485;50.6076901
O'Sakifo;;;;3.8768959;43.6127511
Cheezy pizza;;pizza;;3.8765723;43.6121341
Speed Snack;;kebab;;3.8745282;43.6151552
L'Orange Bleue;;;;3.8745201;43.6151106
Dragon Miam Miam;;asian;;3.8768131;43.610103
Napoli Pizza;;pizza;;2.575666;48.7903409
McDonald's;McDonald's;burger;;2.6071463;48.7769946
La Mascotte;;;;-1.0299622;45.6210083
Bella Vita;;;;-1.025484;45.624344
Le Bidarray;;crepe;;-1.0238618;45.6237891
McDonald's;McDonald's;burger;;2.4921478;46.7337218
Regal Thaï;;thai;;2.3845021;48.8107198
Heng Tong;;chinese;;2.3796481;48.8625194
Guinga;;;;2.3791498;48.8608896
McDonald's;McDonald's;burger;;2.3409919;48.8471056
Burger King;Burger King;burger;https://www.burgerking.fr/restaurant/paris-soufflot;2.3412126;48.8474615
Cissou Pizza;;pizza;;5.2587715;43.6485462
Rotisserie La Spéciale;;roti;;5.2655204;43.6487983
Golden Food;;kebab;;2.3705923;48.8786152
Gul kebab;;kebab;;5.4821757;45.2964389
Round;;;;2.3666327;48.8801699
Chez Weng;;;;2.3657678;48.8817976
Les 4 frères Bédri;;kebab;;2.3646666;48.8815139
Panda Délice;;asian;;2.3646408;48.8811888
;;;;2.4784281;48.8965569
;;french;;-3.7817309;48.6646837
King Kebab;;kebab;;-1.0177731;45.6245747
L'Ambassade Bretonne;;;;-4.4846951;48.3902952
Auberge du Kebab;;kebab;;-0.4632527;46.3256764
Le Fournil de Coligny;;sandwich;;1.9006242;47.9162783
Restaurant les mille Couleurs;;;https://www.les-mille-couleurs.fr/;5.4996691;43.9196888
Bagelstein;Bagelstein;bagel;;-0.4612169;46.3241383
Pizza Théo;;pizza;;2.4839083;48.7980641
O'Tacos;O'Tacos;mexican;;-0.4594632;46.3238088
Pizz'Alif;;pizza,french_tacos;https://www.pizzalifsaint-etienne.fr/;4.3970455;45.4390686
O'Tacos;O'Tacos;french_tacos;https://www.o-tacos.fr/nos-restaurants/?store_id=173;4.3976671;45.4392002
McDonald's;McDonald's;burger;;-4.4821172;48.3929346
Le Cèdre;;kebab;;-4.4764566;48.3965905
Le Jasmin;;;;-4.4991775;48.383994
Mac 29;;kebab,burger;;-4.4786875;48.3951482
Mangez-moi;;pizza;;-4.4730511;48.398564
L'Istanbul;;kebab;;-4.4765444;48.3965331
;;;;-4.4902001;48.3863454
Brest'O;;;;-4.4860429;48.3916109
La Mia Pizza;;pizza;https://www.lamiapizza.fr/;-4.4551672;48.3984977
Le Djerba;;;;-4.4732919;48.3986853
Tacos time;;;;-4.4672524;48.4034472
Scooter Pizz;;pizza;;5.4956505;45.308843
Doog Pizza;;pizza;;-4.4939879;48.3938392
Les Crêpes du Jardin;;crepe;;2.3561671;48.8411075
Le Jardin de Jasmine;;sandwich;;2.356239;48.8411558
McDonald's;McDonald's;burger;;2.3637042;48.8430647
O'Braisé;;grill;;-4.4923832;48.3866054
Poutine Bros;;canadian;https://www.poutinebros.com/nos-poutineries/poutinebros-brest/;-4.4937664;48.3849997
BB Snack;;;;-1.0523688;45.6278943
Delizioso;;kebab,pizza,tacos,burger,salad,ice_cream;https://le-delizioso.fr;1.4650017;43.556842
;;;;3.7084357;43.9339655
Fami Thé;;;;6.1803795;48.6915635
Burger King;Burger King;burger;;2.3708429;48.7090418
;;;;5.7784778;44.5418221
;;;;5.887982;45.271133
Le Grill House;;;;2.0283386;49.0109212
Burger King;Burger King;burger;;3.0839101;50.5807007
McDonald's;McDonald's;burger;;3.0886415;50.5848251
Quick;Quick;burger;;2.4775708;48.8828599
KFC;KFC;chicken;;2.4764121;48.8839888
McDonald's;McDonald's;burger;;2.4564437;48.779579
;;;;7.006197;43.5723823
Quick;Quick;burger;;3.8923199;45.0482734
Natur' Blé;;sandwich;;5.7112116;45.1944301
Snack de La Moulière;;friture;;6.7627064;43.7562975
McDonald's;McDonald's;burger;;5.7635116;45.2037013
Friterie Au Ptit Creux;;;;2.2116922;50.8337744
Le Tacos de Grenoble;;french_tacos;;5.7189015;45.1885847
Le Moulin de Brais;;;;-1.4830429;48.3528585
Les bonnes pizzas;;pizza;;4.904084;43.9785112
Da Federico;;pizza;;4.9045329;43.9824832
Limencello;;pizza;http://www.limoncellopizza.com/;2.471818;48.7994151
Fournil Café;;sandwich,breakfast,french,cake,coffee_shop;;2.4408483;44.9148342
Fino Pizza;;pizza;;2.4439655;48.8634917
Chicken Spot;;;;2.4438729;48.863368
Chicken Grill;;sandwich;;2.4422626;48.8639197
Le Prestige;;sandwich;;2.442506;48.8637768
McDonald's;McDonald's;burger;https://www.mcdonalds.fr/restaurants/mcdonalds-lyon-ecully/304;4.7759828;45.7896678
Le Venise;;pizza;;5.8349881;45.9591081
Restaurant Dilara;;turkish;;2.3318685;48.8029113
Chez Victor - Mac Ankara Kebab;;kebab;;1.4417546;43.6030074
Ô King Pizza;;pizza;;1.4392204;43.6092205
Domino's;Domino's;pizza;https://www.dominos.fr/;1.4382014;43.6111657
SLD Café;;sandwich,salad;https://sld-cafe-toulouse.eatbu.com/?lang=fr;1.4438258;43.5996369
Le Pékin d'Alfortville;;chinese;;2.4191358;48.8051159
Eurosnack;;;;2.4194303;48.8046648
Presto Pizza;;;;-4.6015065;48.379194
Istanbul;;kebab;https://www.facebook.com/Restaurant-Istanbul-Toulouse-1920560118194098/;1.4501639;43.6046077
Chicken Crousty;;chicken;;-0.3512376;43.3111357
;;pizza;;3.0090809;50.6794899
chalet avec snacks;;;;7.3528089;47.7365889
Oh! Chick'n Club;;;;2.3669112;48.92625
;;;;2.3754501;48.8900443
KFC;KFC;chicken;;2.244015;48.8339802
Augusta Pizza;;;;2.3553019;48.7811563
Lunchbreak;;;;1.3881405;43.6426619
Croqu'Pain;;sandwich;;2.2766447;48.8942844
Pomme de Pain;Pomme de Pain;sandwich;;2.2438443;48.8334558
;;;;2.1121161;49.0181969
Anamour Grill;;kebab;;2.2447557;48.8338156
O'Tacos;O'Tacos;mexican;;2.2443107;48.8336843
Lagny's Pizza;;pizza;;2.7127091;48.8738006
So'Oi;;kebab;;2.2457312;48.8393291
Best Food;;;;2.311389;48.8981947
Burger King;Burger King;burger;;2.3137533;48.8941285
Friterie De La Source;;;;1.6586524;50.8836976
L'Everest;;kebab;;2.2411948;48.8330845
;;pizza;;2.4219653;48.7693397
Domino's Pizza;Domino's;pizza;;1.4582927;43.5667336
Sorami Thaï;;thai;;1.4569002;43.5681815
KFC;KFC;chicken;https://www.kfc.fr/nos-restaurants/kfc-jules-julien;1.4504856;43.5772672
Délice Royal Boulogne;;chinese;;2.2367281;48.8361053
Why not Pizza;;;;3.5686928;47.7992395
Mexikebab;;burger,kebab;https://mexikebab.com/;6.3398524;46.9094417
;;;;3.3962104;47.9831051
Ma Cabane en Bois;;sandwich;;3.9485326;43.5329545
L'Angle des Aires Guillaume;;sandwich;https://l-angle-des-aires.edan.io/;4.0875056;43.7823507
McDonald's;McDonald's;burger;;-1.1127331;44.7711262
La Gourmandine;;;;2.3223567;48.8735055
Pizza Land;;pizza;;1.5609777;50.3394969
Le Quick;;;;1.554022;50.3391031
Au Croq'Vite;;;;1.55348;50.3392971
La Fringale;;crepe;;1.551812;50.3389791
La Flambée;;crepe;;1.5524432;50.3392407
La Fringale;;crepe;;1.5516274;50.3391944
Côté Sud;;;;1.5532404;50.3390589
La Mascotte;;sandwich,salad;;2.5570901;44.358784
Comptoir du Burger;;french;;2.5561742;44.3595561
Reflets des Isles;;;;0.1991293;48.0106724
;;snackbar;;1.1558374;43.23806
Özgür Kebab Grill;;;;-3.4611015;48.7326595
Breizh Kebab;;;;-3.4570228;48.7321226
Hector Chicken;;chicken;;2.218441;48.8966349
Pita Kebab;;kebab;;2.3270121;48.8766444
McDonald's;McDonald's;burger;;2.2370668;48.8913168
Aux Délices de Chine;;chinese;;2.2563625;48.9237722
KFC;KFC;chicken;;2.328396;48.8835944
Pitaya;Pitaya;thai;https://www.tablapizza.fr/;2.3277563;48.8832767
Tacos‘n Pizza;;;;2.3646445;43.2099926
Pizza Vival;;pizza;;2.0323924;44.6083862
Burger King;Burger King;burger;;1.8934028;47.9383174
Xuang;;chinese;;2.2540308;48.9239907
Burger King;Burger King;burger;;0.2224024;47.9975557
Pédalo rouge;;;;6.9470458;48.0789832
Snack Jean-No;;;;6.9466049;48.0784875
;;;;6.9222704;43.6518163
;;;;6.922133;43.6520706
Histoire de gourmands;;;;6.9229678;43.6513816
;;;;6.9212672;43.6549211
Cafet' Droit;;;;0.1593205;48.0157158
Pizza Monti;;pizza;;4.8612526;44.9419018
McDonald's;McDonald's;burger;;-1.6438731;47.3815928
O Cheez;;;;2.2795465;48.9200605
Pekin City;;asian;;2.2630613;48.9696953
;;;;7.4276091;48.4630252
;;;;2.8629136;48.7072208
Illico Resto de Futuropolis;;;;0.36867;46.6686333
Comptoirs du Monde;;;;0.3686255;46.6709448
Star Burgers & Steack;;burger;;0.7022377;47.42269
Fuji;;japanese;;7.0785638;43.5695453
L'Américain;;;;7.2431538;43.6933532
Domino's;Domino's;pizza;;0.2050159;47.9926067
Quick;Quick;burger;;0.3398759;46.5799279
Au P'tit Creux;;sandwich;;1.0891183;49.442399
Subway;Subway;sandwich;;3.0759561;50.3759119
Chez Franky;;;;9.2999066;41.6243484
Giusto;;;;9.4759003;42.4922006
San Anghjlu;;;;9.4748115;42.4925975
Le Snack Pasteur;;;;1.0785068;49.4434616
McDonald's;McDonald's;burger;;2.2960624;48.8755989
Pizza Max;;pizza;;-1.0605937;45.6455907
McDonald's;McDonald's;burger;;2.2520383;48.9447409
;;;;2.415231;48.86484
McDonald's;McDonald's;burger;;2.2990372;48.8728804
Pizzeria L'Escalier;;;;2.351236;43.2163231
McDonald's;McDonald's;burger;;2.9656468;50.47922
Gustosu;;;;8.9726965;41.6211742
Five Guys;Five Guys;burger;;2.3055848;48.8700324
Le Lanfonnet;;;;6.2218217;45.8266369
Mister Pizza;;pizza;;7.0403554;43.6223351
Snack Time;;sandwich;;7.040023;43.6222144
Le Smile;;sandwich,burger,salad;;7.0399627;43.6222121
Pizzeria;;;;-0.5719837;43.3968325
King Fastfood;;;;4.5556429;47.2628217
Pana Pizza;;;;1.2936835;45.8286923
Class'croute;;;https://www.classcroute.com;1.3875295;43.5643259
La Fringale;;;;-1.5100637;48.635453
Cafétéria La Belle Normande;;;;-1.5099652;48.6354773
Good and Well;;burger,hot_dog,salad;https://www.goodandwell.fr/;4.8414758;45.7493695
Le Jeu de Paume;;pizza;;4.8411623;45.7498668
Tandoori Curry;;indian;https://www.tandooricurry.fr/thorigne-fouillard/tandoori-curry-thorigne-fouillard-restaurant-indien-livraison-emporter;-1.5800286;48.1591965
Le Barre Food;;sandwich;;-0.3220851;45.6907871
La Boîte à Pizza;La Boîte à Pizza;pizza;;-0.3243412;45.6926996
Délice Pizza;;pizza;;-0.3231532;45.6917256
Malatang Chenpanpan;;chinese,local;;2.3354553;48.8737739
Fuoco Pizzas;;pizza;;5.7104157;45.1799035
Le Fast Food 33;;pizza,fast_food;;5.7106655;45.1799048
Domino's Pizza;Domino's Pizza;pizza;;-2.7500039;48.1724648
McDonald's;McDonald's;burger;;2.3927911;48.8885213
Istanbul Gourmand;;kebab;;2.3927038;48.888498
AinPtitCreux;;pizza,coffee_shop,burger,sandwich;https://ainptitcreux.fr/;4.9392915;46.4297305
Pizza Tof;;pizza;;3.3337368;46.5628711
Zara Kebab;;;;6.3613757;49.4426259
BAR Café Restaurant;;;;2.400038;48.8953986
;;;;2.4126457;48.9011895
Sushi Soba;;japanese;;2.2324949;48.8358107
;;;;2.2350853;48.8325357
Kaprika;;sandwich;;2.2328397;48.8349118
C Kebab Boulogne;;kebab;;2.2353568;48.8312484
Camping Municipal Metz;;;;6.1721122;49.126212
Approved;;;;6.1733245;49.1202699
Pizza Pierrot;;pizza;;3.8898812;43.6263394
La salernitana;;pizza;;0.5665518;44.8554585
McDonald's;McDonald's;burger;;0.44892;44.8350118
Le Petit Artisan;;pizza;;-1.0418509;45.0787107
;;;;-0.3291106;45.6938233
Le Family's;;;;-0.4968483;44.8676184
La Case à Pizza;;;;0.7686573;47.3955229
USTA;;kebab,turkish;https://usta-turkish-restaurant.business.site/;2.234805;48.8310974
La Boîte à Pizza;La Boîte à Pizza;pizza;;3.0725712;50.6510844
Snack Glaces;;;;6.947961;48.078903
;;pizza;;9.4558283;42.7225046
La Cucina;;pizza;;-0.4617292;46.3236458
Istanbul Délices;;kebab;;2.2400656;48.8323794
Tonton Indien;;kebab;;2.2401588;48.8329694
Domino's;Domino's;pizza;;2.2448253;48.8353928
Nina Sushi;;japanese;;2.2400602;48.832742
Subway;Subway;sandwich;https://www.subway.com;1.4979648;43.5710472
Domino's;Domino's;pizza;https://www.dominos.fr/magasin/rodez_12000;2.5576251;44.3584191
